광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
당코리테일러 당코리 테일러 : 100년 기업편,2024-07-29,20.0,패션,정장의류,신사정장,당코리테일러,(주)부산프로덕션,(주)부산프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861051H01_1_24-TH-07-952,20.02
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958,30.03
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958,30.03
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958,30.03
넷플릭스 : 8월 넷플뭐봄편,2024-07-29,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,넷플릭스서비시스코리아유한회사,(주)제일기획,비주얼인텔리전스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860985H01_1_24-TH-07-917,30.03
라이온코리아 비트캡슐 울트라콤팩트 : 종합편,2024-07-29,15.0,화장품및보건용품,세제류,세탁세제,라이온코리아주식회사,(주)이노션,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860986H01_1_24-TH-07-918,15.02
올랜드울산점 : 썸머위크 여름정기세일편,2024-07-29,20.0,유통,유통기타,유통기타,올랜드울산점,주식회사애드넷21,애드넷21,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861058H01_1_24-TH-07-962,20.02
에스앤씨세인 더벤티 : 저당편,2024-07-29,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사에스앤씨세인,직거래,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861063H01_1_24-TH-07-966,15.02
비알코리아 배스킨라빈스 : 8월 이달의 맛편,2024-07-29,15.0,식품,아이스크림,아이스크림제품종합,비알코리아(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860981H01_1_24-TX-07-073,15.02
충청북도청 영동국악엑스포 : 행사안내편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,충청북도청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861073H01_1_24-HC-07-095,30.03
올랜드창원경남점 : 썸머위크 여름정기세일편,2024-07-29,20.0,유통,유통기타,유통기타,주식회사올랜드창원경남점,주식회사애드넷21,애드넷21,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861059H01_1_24-TH-07-961,20.02
보람상조 보람상조피플  스마트 299 : 환급편,2024-07-29,60.0,서비스,개인서비스,개인서비스기타,보람상조,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861022H01_1_24-HC-07-093,60.06
장스푸드 60계 치킨 : 크랑이치킨편,2024-07-29,30.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861043H01_1_24-TH-07-950,30.03
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958,30.03
경남대학교 수시 모집 : 강력한 힘편,2024-07-29,20.0,교육및복지후생,교육기관,교육기관기타,경남대학교,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861072H01_1_24-HC-07-096,20.02
경상북도청 경북 관광 : 지금!여기! 경상북도편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,경상북도청,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861071H01_1_24-HC-07-094,30.03
닥터블릿헬스케어 푸응 나이트버닝 프로 : 푸응 페스타편,2024-07-26,15.0,식품,건강식품,다이어트식품,닥터블릿헬스케어주식회사,호키포키컴퍼니,호키포키컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861804H01_1_24-TH-08-425,15.02
엘지전자 PR : 공간 미래 연결하다편,2024-07-26,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861445H01_1_24-TH-08-150,30.03
롯데컬처웍스 상영 안내 : 파일럿편,2024-07-26,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860959H01_1_24-TH-07-896,15.02
코웨이 : 얼음정수기 고객만족도 수상 자막,2024-07-26,15.0,가정용전기전자,주방용전기전자,주방용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860920H01_1_24-TH-07-866,15.02
헨켈홈케어코리아 브레프 디럭스 퍼퓸클리닝 : 향수보다 나은 솔루션편,2024-07-26,15.0,화장품및보건용품,세제류,세척제,헨켈홈케어코리아유한회사,옴니콤미디어그룹코리아(주),(주)크레마,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860971H01_1_24-TH-07-905,15.02
에스케이텔레콤 SKT GTAA : AI로 대한민국을 새롭게 하는 힘편,2024-07-26,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861840H01_1_24-TH-08-421,60.06
씨앤조이 체프리스커피 : 커피의 궁극적 진화편,2024-07-26,15.0,음료및기호식품,비알콜음료,"커피,코코아음료",씨앤조이,주식회사 피어스크리에이티브컴퍼니,주식회사 피어스크리에이티브컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860917H01_1_24-TH-07-864,30.03
소상공인방송정보원 카드형 온누리상품권 : 대한민국행복충전편,2024-07-26,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",재단법인소상공인방송정보원,한국언론진흥재단,소상공인방송정보원,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861297H01_1_24-TH-08-037,15.02
유니세프 출발점 : 이상우편,2024-07-26,60.0,관공서및단체,단체,민간단체,사단법인유니세프한국위원회,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860961H01_1_24-TH-07-897,60.06
씨앤조이 체프리스커피 : 커피의 궁극적 진화편,2024-07-26,15.0,음료및기호식품,비알콜음료,"커피,코코아음료",씨앤조이,주식회사 피어스크리에이티브컴퍼니,주식회사 피어스크리에이티브컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860917H01_1_24-TH-07-864,30.03
엘지전자 SMART LIFE SOLUTION : 공간 미래를 연결하다편,2024-07-26,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861445H01_1_24-TH-08-150,30.03
에스케이텔레콤 SKT GTAA : AI로 대한민국을 새롭게 하는 힘편,2024-07-26,60.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861840H01_1_24-TH-08-421,60.06
엘지전자 SMART LIFE SOLUTION : 공간 미래를 연결하다편,2024-07-26,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861445H01_1_24-TH-08-150,30.03
코웨이 icon 얼음 정수기 : 종합편,2024-07-26,15.0,가정용전기전자,주방용전기전자,주방용전기전자기타,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)차이커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860921H01_1_24-TH-07-865,15.02
아쿠아플라넷 키즈존 일산 : SUN넘는 즐거움편,2024-07-26,30.0,서비스,스포츠및오락시설,공원및테마파크,아쿠아플라넷주식회사,(주)크로스오버커뮤니케이션,부귀영화,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860953H01_1_24-TH-07-891,30.03
"월트디즈니컴퍼니코리아 스트리밍 : 폭군, 노웨이편",2024-07-26,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860935H01_1_24-TH-07-884,15.02
엘지전자 SMART LIFE SOLUTION : 공간 미래를 연결하다편,2024-07-26,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861445H01_1_24-TH-08-150,30.03
고리나코리아 PR : 챔피언들의 선택편,2024-07-26,15.0,서비스,스포츠및오락시설,스포츠및오락시설제품종합,고리나코리아,(주)와우매니지먼트그룹,(주)함파트너스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860919H01_1_24-TH-07-863,15.02
웰빙플러스 노도하이라이트 : 가장 새로운편,2024-07-26,15.0,가정용품,주방용품,가스렌지 및 전기렌지,주식회사웰빙플러스,(주)제이커뮤니케이션,(주)제이커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860925H01_1_24-TH-07-886,15.02
씨앤조이 체프리스커피 : 커피의 궁극적 진화편,2024-07-26,30.0,음료및기호식품,비알콜음료,"커피,코코아음료",씨앤조이,주식회사 피어스크리에이티브컴퍼니,주식회사 피어스크리에이티브컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860917H01_1_24-TH-07-864,30.03
하늘별바다 하늘별바다펜션 : 당신의 인생 휴양지는편,2024-07-26,20.0,서비스,음식및숙박,음식및숙박기타,하늘별바다유한회사,(주)우일기획,(주)엠에스미디어,NULL,NULL
코웨이 코웨이icon정수기2 : 더 좋아졌네편,2024-07-26,15.0,가정용품,주방용품,정수기,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860958H01_1_24-TH-07-895,15.02
LG전자 기업PR : 공간과 미래를 연결하다편,2024-07-26,30.0,그룹및기업광고,그룹광고,그룹PR,엘지전자(주),주식회사 에이치에스애드,(주)에이치에스애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860939H01_1_24-TH-07-882,30.03
에스케이텔레콤 SKT GTAA : AI로 대한민국을 새롭게 하는 힘편,2024-07-25,60.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861840H01_1_24-TH-08-421,60.06
제주항공 발리 : 진짜 우리가 원하던 곳으로편,2024-07-25,15.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860844H01_1_24-TH-07-813,15.02
FIRSTFUNHONGKONG 라스트워 : 우린 항상 1위로 달려편,2024-07-25,15.0,컴퓨터및정보통신,컴퓨터게임,모바일게임,FIRSTFUNHONGKONGLIMITED,주식회사 아이브코리아,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860889H01_1_24-TH-07-842,15.02
전남대학교산학협력단 조기취업형계약학과 : 수시 원서접수편,2024-07-25,20.0,교육및복지후생,교육기관,대학대학원,전남대학교산학협력단여수산학협력본부,한국언론진흥재단,(주)팝펀미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860861H01_1_24-TH-07-830,20.02
로라엔터테인먼트 뱅뱅 : PRIVATE WINE PLACE편,2024-07-25,15.0,서비스,스포츠및오락시설,스포츠및오락시설기타,주식회사로라엔터테인먼트,피아이오컴퍼니,앤드모어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860859H01_1_24-TX-07-068,15.02
에스케이텔레콤 SKT : GTAA 환영합니다편,2024-07-25,60.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860886H01_1_24-TH-07-833,60.06
제주항공 : 띄웁니다 일본발리 2차편,2024-07-25,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860847H01_1_24-TH-07-810,30.03
한국가스안전공사 가스안전캠페인 : 행복합니다편,2024-07-25,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,한국가스안전공사,,,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860916H01_1_24-HC-07-089,40.04
케이티 KT 로밍 : 떠나자편,2024-07-25,15.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860850H01_1_24-TH-07-822,15.02
삼성전자 SKT 갤럭시 폴더블6 : 보여드릴까요편,2024-07-25,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860855H01_1_24-TH-07-814,60.06
삼성전자 SKT 갤럭시 Z Flip6 : 보여드릴까요편,2024-07-25,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860854H01_1_24-TH-07-816,30.03
에스케이텔레콤 T우주패스 : 넷플릭스편,2024-07-25,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860913H01_1_24-TH-07-836,60.06
제주항공 : 띄웁니다 발리일본 2차편,2024-07-25,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860845H01_1_24-TH-07-811,30.03
케이비자산운용 KB자산운용 RISE ETF : 할까요편,2024-07-25,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",케이비자산운용(주),주식회사 에이치에스애드,스튜디오 메카,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860848H01_1_24-TH-07-809,15.02
경남대학교 : 경남의 힘 25년 수시모집편,2024-07-25,20.0,교육및복지후생,교육기관,대학대학원,경남대학교,(주)경남미디어,(주)경남미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860893H01_1_24-TH-07-838,20.02
웰빙플러스 노도하이라이트 : 만나보세요편,2024-07-25,20.0,가정용품,주방용품,가스렌지 및 전기렌지,주식회사웰빙플러스,(주)제이커뮤니케이션,(주)제이커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860864H01_1_24-TH-07-831,20.02
에스케이텔레콤 SKT : GTAA 환영합니다편,2024-07-25,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860886H01_1_24-TH-07-833,60.06
스마트인 파주운정가구단지 : 여름특가전편,2024-07-25,15.0,가정용품,가구류,가구류제품종합,스마트인,(주)움티안,(주) 움티안,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860863H01_1_24-TH-07-826,15.02
에스케이텔레콤 SKT : GTAA 환영합니다 F편,2024-07-25,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860887H01_1_24-TH-07-834,30.03
